知りたい分類,定義,出す場所,品目,出し方詳細,備考
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,デジタルビデオカメラ,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,電卓,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,携帯ゲーム機,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,携帯映像プレーヤー,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,携帯電話,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,スマートフォン,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,タブレット端末（ただし短辺が15cm以下のもの）,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,電子辞書,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,電子手帳,"回収場所
・リサイクルステーション
・リサイクルプラザ","・個人情報は消去してから出してください
・電池は必ず抜いてください
・コード類は破砕困難ごみとして出してください
・不燃ごみには絶対に入れないでください"
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,衣装ケース(プラスチック製のもの),"回収場所
・エコらんど",
拠点回収品目,"・ペットボトル(PETマークがあるもの)
・蛍光管
・携帯電話などの小型電子機器
・衣装ケース・羽毛布団",,"羽毛布団(ダウンの割合が50%以上で
著しい汚れのないもの)","回収場所
・エコらんど",
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
リサイクルステーション行,,,,,
危険ゴミ,,,,,
,,,,,
危険ゴミ,,,"電池：乾電池（マンガン電池、アルカリ電池､オキシライド電池）・ボタン電池・コイン型電池・小型充電式電池（リチウム、イオン電池、ニカド電池、ニッケル水素電池）

充電式小型家電(1辺が20cm以下の大きさで、充電式で簡単に電池が取り出せないものに限ります)：スマートフォン・モバイルバッテリー・電子タバコ・電動歯ブラシ・
電動シェーバー・ワイヤレスコントローラー・ワイヤレスイヤホン・携帯ゲーム機・ハンディ扇風機","①絶縁が必要な電池を絶縁する
(ボタン電池・コイン型電池のみ)
必ずプラス(＋)極とマイナス(ー)極にセロハンテープ等を貼って電気が流れないようにしてください。
②ボタン電池・コイン型電池以外は透明・半透明のビニール袋に入れる
③びん・缶類、破砕困難ごみ・
危険ごみの収集日に黄色コンテナに入れて出す

自動車のバッテリーやコンセントで動く家電は対象外です",
